FECHA_DOC,PRECIO_UNITARIO
2022-04-29,1022.0
2022-04-29,2497.0
2022-04-29,3395.0
2022-05-02,488.62
2022-05-02,366.0
2022-05-03,276.91
2022-05-03,207.0
2022-05-03,732.0
2022-05-03,427.0
2022-05-04,514.25
2022-05-04,485.0
2022-05-04,310.0
2022-05-04,893.0
2022-05-04,2186.0
2022-05-04,120.12
2022-05-05,623.2
2022-05-05,330.85
2022-05-05,2044.2
2022-05-05,648.3
2022-05-05,419.0
2022-05-05,225.0
2022-05-06,734.5
2022-05-06,1158.19
2022-05-06,207.0
2022-05-09,634.5
2022-05-09,427.0
2022-05-09,301.07
2022-05-09,1306.03
2022-05-09,999.95
2022-05-10,978.6
2022-05-10,732.0
2022-05-11,153.25
2022-05-11,663.88
2022-05-11,2025.2
2022-05-11,703.45
2022-05-11,488.0
2022-05-11,153.45
2022-05-11,551.25
2022-05-12,475.0
2022-05-12,2278.45
2022-05-12,6273.0
2022-05-12,532.76
2022-05-13,605.4
2022-05-13,933.85
2022-05-13,335.0
2022-05-17,1944.0
2022-05-17,2133.25
2022-05-17,424.0
2022-05-18,4580.0
2022-05-18,2325.34
2022-05-19,564.1
2022-05-19,1615.0
2022-05-19,1451.65
2022-05-20,622.0
2022-05-20,986.0
2022-05-23,150.86
2022-05-23,474.14
2022-05-23,1526.77
2022-05-23,1088.0
2022-05-24,1296.0
2022-05-25,689.0
2022-05-25,578.0
2022-05-25,385.0
2022-05-26,790.0
2022-05-26,210.0
2022-05-26,862.35
2022-05-26,617.2
2022-05-27,732.0
2022-05-27,582.93
2022-05-27,582.93
2022-05-27,265.08
2022-05-27,592.5
2022-05-30,642.0
2022-05-31,994.4
2022-05-31,632.5
2022-05-31,1842.5
2022-05-31,1914.5
2022-05-31,1239.3
2022-05-31,1047.0
2022-05-31,965.0
2022-05-31,516.0
2022-06-01,453.24
2022-06-02,910.0
2022-06-02,1140.86
2022-06-02,2105.3
2022-06-02,775.6
2022-06-02,400.64
2022-06-03,999.91
2022-06-06,644.0
2022-06-06,570.8
2022-06-06,605.4
2022-06-06,425.0
2022-06-07,563.5
2022-06-07,424.0
2022-06-07,825.0
2022-06-08,999.91
2022-06-09,739.66
2022-06-09,936.45
2022-06-09,3668.0
2022-06-09,812.53
2022-06-09,485.0
2022-06-09,375.0
2022-06-09,301.5
2022-06-10,564.1
2022-06-10,2218.0
2022-06-10,999.91
2022-06-13,1697.71
2022-06-13,2025.2
2022-06-14,799.1
2022-06-14,642.0
2022-06-14,3026.6
2022-06-15,812.53
2022-06-15,385.0
2022-06-15,655.0
2022-06-16,504.5
2022-06-16,596.6
2022-06-16,510.0
2022-06-16,245.0
2022-06-17,181.0
2022-06-17,225.0
2022-06-17,557.5
2022-06-17,192.0
2022-06-20,310.0
2022-06-20,753.04
2022-06-21,564.1
2022-06-21,521.04
2022-06-21,485.0
2022-06-21,310.0
2022-06-21,155.0
2022-06-22,539.6
2022-06-22,330.8
2022-06-22,345.0
2022-06-22,994.64
2022-06-22,605.4
2022-06-22,735.65
2022-06-22,608.75
2022-06-23,788.48
2022-06-23,2818.4
2022-06-23,812.43
2022-06-24,1030.0
2022-06-24,457.82
2022-06-24,1470.0
2022-06-24,2186.0
2022-06-27,796.25
2022-06-27,850.5
2022-06-27,635.0
2022-06-27,702.59
2022-06-28,1265.0
2022-06-28,675.0
2022-06-28,696.0
2022-06-28,488.62
2022-06-28,710.0
2022-06-29,435.72
2022-06-29,648.3
2022-06-29,419.0
2022-06-30,625.7
2022-06-30,625.7
2022-06-30,625.7
2022-06-30,1518.0
2022-06-30,2776.65
2022-06-30,2008.0
2022-06-30,587.0
2022-06-30,780.5
2022-06-30,1165.95
2022-06-30,1112.0
2022-06-30,1254.2
2022-06-30,310.0
2022-06-30,485.0
2022-06-30,921.37
2022-06-30,518.97
2022-07-04,523.85
2022-07-04,2186.0
2022-07-04,727.58
2022-07-04,
,732.0
2022-07-06,1165.95
2022-07-06,404.65
2022-07-06,648.5
2022-07-06,648.5
2022-07-06,693.35
2022-07-06,576.03
2022-07-06,657.12
2022-07-06,499.7
2022-07-06,659.6
2022-07-08,788.88
2022-07-11,572.0
2022-07-11,812.0
2022-07-11,1548.0
2022-07-11,660.0
2022-07-12,1186.17
2022-07-12,675.0
2022-07-12,1165.95
2022-07-13,572.5
2022-07-13,794.0
2022-07-13,941.0
2022-07-13,636.3
2022-07-15,798.0
2022-07-15,139.0
2022-07-15,786.7
2022-07-18,652.0
2022-07-18,968.5
2022-07-18,2218.27
2022-07-18,348.0
2022-07-19,3120.0
2022-07-20,315.0
2022-07-20,435.72
2022-07-20,1127.0
2022-07-21,4956.73
2022-07-21,3200.0
2022-07-21,3200.0
2022-07-21,3200.0
2022-07-21,3521.6
2022-07-21,846.2
2022-07-22,155.0
2022-07-22,25258.15
2022-07-22,961.45
2022-07-22,485.2
2022-07-22,570.3
2022-07-22,485.2
2022-07-22,570.3
2022-07-22,686.0
2022-07-26,4188.63
2022-07-26,825.0
2022-07-27,3521.6
2022-07-27,207.0
2022-07-28,1205.0
2022-07-28,585.5
2022-07-28,648.0
2022-07-28,1697.71
2022-07-29,886.0
2022-07-29,695.0
2022-07-29,665.0
2022-07-29,1064.0
2022-08-01,485.0
2022-08-01,310.0
2022-08-02,1252.0
2022-08-03,1215.5
2022-08-04,185.0
2022-08-08,125.0
2022-08-08,163.0
2022-08-08,238.0
2022-08-08,155.0
2022-08-09,853.0
2022-08-10,785.0
2022-08-10,5909.84
2022-08-10,2235.9
2022-08-10,1030.0
2022-08-11,435.0
2022-08-11,5251.28
2022-08-11,1320.0
2022-08-11,483.54
2022-08-11,155.0
2022-08-12,661.2
2022-08-12,1696.25
2022-08-12,2290.12
2022-08-15,2278.45
2022-08-15,735.0
2022-08-15,1587.0
2022-08-15,1598.75
2022-08-15,2218.0
2022-08-16,785.0
2022-08-16,345.0
2022-08-16,787.5
2022-08-17,154.31
2022-08-17,120.0
2022-08-17,1284.0
2022-08-18,25258.15
2022-08-18,668.0
2022-08-18,758.5
2022-08-19,525.0
2022-08-19,625.2
2022-08-19,625.2
2022-08-19,155.0
2022-08-19,983.0
2022-08-19,535.0
2022-08-19,125.0
2022-08-19,155.0
2022-08-22,1048.97
2022-08-22,1056.35
2022-08-22,985.0
2022-08-22,661.2
2022-08-23,935.0
2022-08-23,606.0
2022-08-23,813.0
2022-08-23,764.8
2022-08-23,265.08
2022-08-24,597.0
2022-08-24,1584.6
2022-08-25,674.82
2022-08-26,653.0
2022-08-26,1100.0
2022-08-29,2186.0
2022-08-29,351.64
2022-08-29,1974.31
2022-08-29,2874.31
2022-08-29,2215.0
2022-08-29,462.0
2022-08-30,2218.27
2022-08-31,612.6
2022-08-31,1144.58
2022-08-31,330.8
2022-08-31,2621.15
2022-08-31,519.14
2022-08-31,1443.3
2022-08-31,1033.0
2022-08-31,295.0
2022-09-02,813.1
2022-09-02,3450.74
2022-09-02,225.0
2022-09-02,2256.35
2022-09-05,732.0
2022-09-05,745.0
2022-09-05,864.2
2022-09-05,999.91
2022-09-07,753.5
2022-09-07,497.89
2022-09-08,2400.0
2022-09-08,647.0
2022-09-08,647.0
2022-09-08,562.5
2022-09-08,813.1
2022-09-08,863.0
2022-09-08,1045.31
2022-09-08,901.5
2022-09-08,1064.0
2022-09-09,485.0
2022-09-09,817.89
2022-09-12,385.0
2022-09-12,1784.35
2022-09-12,657.58
2022-09-12,779.5
2022-09-12,435.72
2022-09-12,350.41
2022-09-13,327.59
2022-09-13,1250.0
2022-09-13,462.0
2022-09-14,596.0
2022-09-14,699.5
2022-09-14,799.1
2022-09-14,960.34
2022-09-14,772.0
2022-09-14,4972.3
2022-09-14,1385.0
2022-09-15,1848.9
2022-09-15,1209.8
2022-09-19,345.0
2022-09-19,528.89
2022-09-19,999.91
2022-09-19,999.91
2022-09-19,2186.0
2022-09-19,264.0
2022-09-19,2660.9
2022-09-20,22417.6
2022-09-20,155.0
2022-09-20,899.0
2022-09-20,556.7
2022-09-20,1103.45
2022-09-20,930.0
2022-09-22,442.75
2022-09-23,462.0
2022-09-23,1165.95
2022-09-23,1165.95
2022-09-23,763.0
2022-09-23,845.0
2022-09-23,1615.0
2022-09-23,1615.0
2022-09-23,1615.0
2022-09-23,1615.0
2022-09-23,485.0
2022-09-23,125.0
2022-09-26,132.06
2022-09-26,978.6
2022-09-26,732.0
2022-09-26,699.38
2022-09-26,3220.0
2022-09-27,5790.0
2022-09-27,315.0
2022-09-29,582.13
2022-09-29,773.06
2022-09-29,6.54
2022-09-29,299.8
2022-09-29,1102.75
2022-09-29,155.0
2022-09-30,1330.35
2022-09-30,17393.06
2022-09-30,825.0
2022-09-30,1283.8
2022-09-30,581.46
2022-09-30,555.06
2022-09-30,3545.43
2022-09-30,1370.74
2022-09-30,1018.0
2022-09-30,817.79
2022-09-30,530.64
2022-10-04,732.0
2022-10-04,210.0
2022-10-04,305.5
2022-10-04,485.0
2022-10-04,606.0
2022-10-04,398.0
2022-10-04,699.52
2022-10-05,462.0
2022-10-05,299.8
2022-10-06,155.0
2022-10-06,2533.27
2022-10-07,772.6
2022-10-07,462.07
2022-10-07,932.0
2022-10-07,730.8
2022-10-07,1911.0
2022-10-10,1572.45
2022-10-10,485.0
2022-10-10,1127.46
2022-10-12,675.97
2022-10-12,730.17
2022-10-12,1677.0
2022-10-12,2445.0
2022-10-12,698.0
2022-10-12,899.0
2022-10-13,619.5
2022-10-13,699.5
2022-10-14,650.0
2022-10-17,2056.2
2022-10-17,662.57
2022-10-17,815.07
2022-10-17,876.98
2022-10-17,588.0
2022-10-18,670.69
2022-10-18,1466.21
2022-10-19,1026.8
2022-10-19,1165.0
2022-10-19,485.0
2022-10-19,5765.49
2022-10-19,195.0
2022-10-20,906.05
2022-10-20,609.84
2022-10-20,813.1
2022-10-20,353.45
2022-10-20,925.0
2022-10-20,805.5
2022-10-21,553.0
2022-10-21,4769.0
2022-10-21,565.4
2022-10-21,1219.74
2022-10-21,1022.67
2022-10-21,1386.16
2022-10-24,2400.0
2022-10-24,620.2
2022-10-24,1642.35
2022-10-24,8121.2
2022-10-24,742.45
2022-10-25,1208.25
2022-10-25,1208.25
2022-10-25,2529.4
2022-10-25,608.36
2022-10-25,636.38
2022-10-25,1070.6
2022-10-25,462.0
2022-10-26,125.0
2022-10-26,1098.74
2022-10-26,1177.25
2022-10-26,601.5
2022-10-26,5901.45
2022-10-27,691.7
2022-10-27,521.04
2022-10-27,350.41
2022-10-27,378.26
2022-10-27,132.06
2022-10-27,155.0
2022-10-27,4769.0
2022-10-28,745.69
2022-10-28,1089.35
2022-10-28,1089.35
2022-10-28,768.5
2022-10-28,155.0
2022-10-31,623.37
2022-10-31,153.25
2022-10-31,691.68
2022-10-31,429.25
2022-10-31,986.0
2022-10-31,545.0
2022-10-31,1075.31
2022-11-01,155.0
2022-11-01,120.0
2022-11-01,753.5
2022-11-03,812.93
2022-11-03,1364.0
2022-11-04,155.0
2022-11-04,669.55
2022-11-04,669.55
2022-11-04,669.55
2022-11-07,155.0
2022-11-07,190.0
2022-11-07,2566.15
2022-11-07,2042.41
2022-11-08,486.0
2022-11-08,1532.05
2022-11-08,462.0
2022-11-08,325.0
2022-11-09,635.97
2022-11-09,730.17
2022-11-10,439.66
2022-11-10,900.0
2022-11-10,945.0
2022-11-10,2914.4
2022-11-11,951.04
2022-11-11,120.0
2022-11-11,1086.48
2022-11-11,315.0
2022-11-14,1417.1
2022-11-15,863.14
2022-11-15,650.0
2022-11-15,825.0
2022-11-15,610.0
2022-11-15,610.0
2022-11-15,610.0
2022-11-15,120.13
2022-11-15,165.51
2022-11-16,993.12
2022-11-16,1366.13
2022-11-16,983.0
2022-11-16,435.72
2022-11-17,6591.1
2022-11-17,1289.0
2022-11-17,862.5
2022-11-17,462.0
2022-11-17,1223.38
2022-11-18,1045.31
2022-11-18,1270.84
2022-11-18,125.0
2022-11-18,155.0
2022-11-18,190.0
2022-11-18,561.7
2022-11-18,542.65
2022-11-22,485.0
2022-11-22,315.0
2022-11-23,691.7
2022-11-23,521.04
2022-11-23,350.41
2022-11-24,125.0
2022-11-24,9981.1
2022-11-24,958.3
2022-11-24,802.0
2022-11-24,5309.11
2022-11-24,696.0
2022-11-25,195.0
2022-11-25,728.43
2022-11-25,1318.7
2022-11-25,1009.65
2022-11-28,827.59
2022-11-28,873.75
2022-11-28,735.0
2022-11-30,2220.7
2022-11-30,3643.7
2022-11-30,1512.12
2022-11-30,1158.51
2022-11-30,909.56
2022-11-30,955.38
2022-11-30,710.0
2022-11-30,1385.5
2022-12-05,155.0
2022-12-05,2220.7
2022-12-06,1121.7
2022-12-06,1302.15
2022-12-06,485.0
2022-12-07,1457.2
2022-12-08,2056.2
2022-12-08,315.0
2022-12-08,1385.9
2022-12-08,1613.26
2022-12-09,420.0
2022-12-09,1166.63
2022-12-09,576.65
2022-12-09,485.0
2022-12-09,315.0
2022-12-09,3045.5
2022-12-13,3416.0
2022-12-13,1449.3
2022-12-13,395.29
2022-12-13,1435.2
2022-12-14,2278.45
2022-12-14,2056.2
2022-12-16,410.0
2022-12-20,2494.8
2022-12-20,478.0
2022-12-20,729.57
2022-12-20,737.62
2022-12-21,1357.5
2022-12-21,1325.07
2022-12-22,759.0
2022-12-22,732.0
2022-12-23,510.0
2022-12-23,1888.0
2022-12-23,439.15
2022-12-23,712.0
2022-12-23,718.6
2022-12-23,2182.35
2022-12-23,5909.84
